ip_address,request_path,request_method,user_agent,failed_login_attempts,request_count,risk_score,risk_level,attack_type
"184.243.145.50","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","13","7.9","SUSPICIOUS","PATH_TRAVERSAL"
"36.128.36.209","/login/","POST","python-requests/2.28","10","10","19","MALICIOUS","CREDENTIAL_STUFFING"
"253.90.158.236","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","7.1","SUSPICIOUS","COMMAND_INJECTION"
"7.161.113.191","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","14","14","26.2","MALICIOUS","SQL_INJECTION"
"250.195.4.88","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","6.7","SUSPICIOUS","PATH_TRAVERSAL"
"106.54.193.179","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","5","5","14.5","MALICIOUS","SQL_INJECTION"
"45.187.128.98","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","5.5","NORMAL","PATH_TRAVERSAL"
"84.195.198.109","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","3.3","NORMAL","NORMAL"
"61.214.225.162","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","7.3","SUSPICIOUS","PATH_TRAVERSAL"
"84.183.83.239","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","13","7.9","SUSPICIOUS","PATH_TRAVERSAL"
"143.223.119.210","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","12","12","19.6","MALICIOUS","CREDENTIAL_STUFFING"
"242.119.55.45","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","9","9","19.7","MALICIOUS","SQL_INJECTION"
"241.125.170.113","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","14","14","22.2","MALICIOUS","CREDENTIAL_STUFFING"
"58.12.124.218","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","12","12","19.6","MALICIOUS","CREDENTIAL_STUFFING"
"16.6.163.213","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","13","13","24.9","MALICIOUS","SQL_INJECTION"
"73.201.44.167","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","13","13","24.9","MALICIOUS","SQL_INJECTION"
"4.156.200.97","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","11","11","18.3","MALICIOUS","CREDENTIAL_STUFFING"
"129.65.81.138","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","12","3.6","NORMAL","NORMAL"
"156.63.82.191","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","6.4","SUSPICIOUS","PATH_TRAVERSAL"
"87.227.236.97","/login/","POST","python-requests/2.28","12","12","21.6","MALICIOUS","CREDENTIAL_STUFFING"
"69.22.147.241","/login/","POST","python-requests/2.28","12","12","21.6","MALICIOUS","CREDENTIAL_STUFFING"
"34.211.63.239","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","3","3","7.9","SUSPICIOUS","SQL_INJECTION"
"140.246.80.135","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","4.5","NORMAL","HTTP_METHOD_ABUSE"
"56.238.150.69","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","6.1","SUSPICIOUS","PATH_TRAVERSAL"
"195.56.57.82","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","8","SUSPICIOUS","COMMAND_INJECTION"
"230.69.118.102","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","2.4","NORMAL","NORMAL"
"209.108.5.103","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","7.4","SUSPICIOUS","COMMAND_INJECTION"
"89.180.158.136","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","6","6","11.8","SUSPICIOUS","CREDENTIAL_STUFFING"
"244.168.200.25","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","5.7","NORMAL","HTTP_METHOD_ABUSE"
"193.148.95.91","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","10","10","21","MALICIOUS","SQL_INJECTION"
"254.22.92.146","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","8","SUSPICIOUS","COMMAND_INJECTION"
"5.2.6.203","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","6","6","11.8","SUSPICIOUS","CREDENTIAL_STUFFING"
"28.23.55.86","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","8","8","14.4","MALICIOUS","CREDENTIAL_STUFFING"
"4.242.214.160","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","8","8","14.4","MALICIOUS","CREDENTIAL_STUFFING"
"122.227.27.111","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","4.5","NORMAL","HTTP_METHOD_ABUSE"
"133.48.38.115","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","6.5","SUSPICIOUS","COMMAND_INJECTION"
"192.20.26.123","/login/","POST","python-requests/2.28","8","8","16.4","MALICIOUS","CREDENTIAL_STUFFING"
"227.37.248.127","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","6.1","SUSPICIOUS","PATH_TRAVERSAL"
"42.67.158.173","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","1.5","NORMAL","NORMAL"
"73.84.62.240","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","6.5","SUSPICIOUS","COMMAND_INJECTION"
"58.143.235.6","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","4","5.2","NORMAL","PATH_TRAVERSAL"
"70.40.101.41","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","4","4","5.2","NORMAL","BRUTE_FORCE"
"68.186.177.244","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","6.5","SUSPICIOUS","COMMAND_INJECTION"
"181.169.106.209","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","1","4.3","NORMAL","PATH_TRAVERSAL"
"95.245.127.10","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","5","5","14.5","MALICIOUS","SQL_INJECTION"
"109.175.224.215","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","5.1","NORMAL","HTTP_METHOD_ABUSE"
"5.85.35.121","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","4","4","5.2","NORMAL","BRUTE_FORCE"
"184.114.12.28","/login/","POST","python-requests/2.28","3","3","5.9","NORMAL","BRUTE_FORCE"
"83.22.41.114","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","2","2","6.6","SUSPICIOUS","SQL_INJECTION"
"51.28.198.69","/login/","POST","python-requests/2.28","2","2","4.6","NORMAL","BOT_ACTIVITY"
"52.86.129.151","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","2","5.6","NORMAL","COMMAND_INJECTION"
"58.236.180.148","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","3","3.9","NORMAL","HTTP_METHOD_ABUSE"
"96.222.184.101","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","2","4.6","NORMAL","PATH_TRAVERSAL"
"227.226.5.130","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","1","0.3","NORMAL","NORMAL"
"17.185.5.48","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","5.5","NORMAL","PATH_TRAVERSAL"
"37.12.131.208","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","2","5.6","NORMAL","COMMAND_INJECTION"
"154.45.140.118","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","3","5.9","NORMAL","COMMAND_INJECTION"
"38.69.205.32","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","2","2","6.6","SUSPICIOUS","SQL_INJECTION"
"253.80.144.239","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","1","4.3","NORMAL","PATH_TRAVERSAL"
"212.70.6.119","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","1","1","1.3","NORMAL","NORMAL"
"246.228.213.195","/login/","POST","python-requests/2.28","1","1","3.3","NORMAL","BOT_ACTIVITY"
"55.77.88.77","/admin-panel/","GET","mozilla/5.0","0","14","6.2","SUSPICIOUS","RECONNAISSANCE"
"22.55.78.9","/admin-panel/","GET","mozilla/5.0","0","1","2.3","NORMAL","RECONNAISSANCE"
"22.55.78.99","/admin-panel/","GET","mozilla/5.0","0","1","2.3","NORMAL","RECONNAISSANCE"
"90.9.8.9","/admin-panel/","GET","mozilla/5.0","0","3","2.9","NORMAL","RECONNAISSANCE"
"45.67.89.44","/admin-panel/","GET","mozilla/5.0","0","15","6.5","SUSPICIOUS","RECONNAISSANCE"
"115.48.112.210","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","7","7","13.1","MALICIOUS","CREDENTIAL_STUFFING"
"33.113.119.79","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","3","5.9","NORMAL","COMMAND_INJECTION"
"48.71.117.173","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","5","5","10.5","SUSPICIOUS","CREDENTIAL_STUFFING"
"12.191.223.32","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","5.4","NORMAL","HTTP_METHOD_ABUSE"
"119.37.31.165","/login/","POST","python-requests/2.28","4","4","7.2","SUSPICIOUS","BRUTE_FORCE"
"90.21.219.226","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","6.1","SUSPICIOUS","PATH_TRAVERSAL"
"254.78.139.223","/login/","POST","python-requests/2.28","6","6","13.8","MALICIOUS","CREDENTIAL_STUFFING"
"207.52.4.7","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","4","1.2","NORMAL","NORMAL"
"131.206.68.129","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","6.5","SUSPICIOUS","COMMAND_INJECTION"
"22.204.76.231","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","7.7","SUSPICIOUS","COMMAND_INJECTION"
"200.18.153.55","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","3","4.9","NORMAL","PATH_TRAVERSAL"
"92.40.85.70","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","8","8","14.4","MALICIOUS","CREDENTIAL_STUFFING"
"131.190.43.183","/login/","POST","python-requests/2.28","6","6","13.8","MALICIOUS","CREDENTIAL_STUFFING"
"239.194.73.30","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","6","6","15.8","MALICIOUS","SQL_INJECTION"
"66.144.207.97","/login/","POST","python-requests/2.28","2","2","4.6","NORMAL","BOT_ACTIVITY"
"130.83.126.65","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","3","3","3.9","NORMAL","BRUTE_FORCE"
"118.83.39.6","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","4","4","5.2","NORMAL","BRUTE_FORCE"
"235.132.57.172","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","4","4.2","NORMAL","HTTP_METHOD_ABUSE"
"231.61.152.151","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","7.1","SUSPICIOUS","COMMAND_INJECTION"
"220.69.54.65","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","5.4","NORMAL","HTTP_METHOD_ABUSE"
"190.76.18.8","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","5","5","14.5","MALICIOUS","SQL_INJECTION"
"49.249.129.107","/login/","POST","python-requests/2.28","6","6","13.8","MALICIOUS","CREDENTIAL_STUFFING"
"82.215.134.5","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","4.5","NORMAL","HTTP_METHOD_ABUSE"
"118.174.22.145","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","2.4","NORMAL","NORMAL"
"52.74.171.250","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","2.1","NORMAL","NORMAL"
"192.46.227.85","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","6","6","11.8","SUSPICIOUS","CREDENTIAL_STUFFING"
"153.14.55.189","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","3","NORMAL","NORMAL"
"218.20.101.30","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","3","3.9","NORMAL","HTTP_METHOD_ABUSE"
"126.8.2.213","/login/","POST","python-requests/2.28","5","5","12.5","MALICIOUS","CREDENTIAL_STUFFING"
"248.46.85.68","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","2","5.6","NORMAL","COMMAND_INJECTION"
"205.129.132.158","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","4","1.2","NORMAL","NORMAL"
"104.45.213.180","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","6","4.8","NORMAL","HTTP_METHOD_ABUSE"
"252.202.15.221","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","8","8","14.4","MALICIOUS","CREDENTIAL_STUFFING"
"135.99.61.30","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","8","8","18.4","MALICIOUS","SQL_INJECTION"
"149.252.239.254","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","4.5","NORMAL","HTTP_METHOD_ABUSE"
"172.44.168.174","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","5.4","NORMAL","HTTP_METHOD_ABUSE"
"179.230.40.224","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","7","7","17.1","MALICIOUS","SQL_INJECTION"
"153.135.19.168","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","5.1","NORMAL","HTTP_METHOD_ABUSE"
"149.81.234.121","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","6","1.8","NORMAL","NORMAL"
"96.163.128.47","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","4","4","5.2","NORMAL","BRUTE_FORCE"
"126.37.8.54","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","6","5.8","NORMAL","PATH_TRAVERSAL"
"203.170.170.86","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","6","6","15.8","MALICIOUS","SQL_INJECTION"
"250.181.23.236","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","2.4","NORMAL","NORMAL"
"76.5.218.242","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","6","5.8","NORMAL","PATH_TRAVERSAL"
"253.18.5.219","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","5.4","NORMAL","HTTP_METHOD_ABUSE"
"236.75.171.44","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","2","2","6.6","SUSPICIOUS","SQL_INJECTION"
"226.127.10.47","/login/","POST","python-requests/2.28","9","9","17.7","MALICIOUS","CREDENTIAL_STUFFING"
"37.213.95.56","/login/","POST","python-requests/2.28","9","9","17.7","MALICIOUS","CREDENTIAL_STUFFING"
"215.106.161.98","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","6","6.8","SUSPICIOUS","COMMAND_INJECTION"
"215.22.27.183","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","4","5.2","NORMAL","PATH_TRAVERSAL"
"174.215.238.36","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","4","4.2","NORMAL","HTTP_METHOD_ABUSE"
"162.14.218.159","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","5.1","NORMAL","HTTP_METHOD_ABUSE"
"232.212.237.144","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","3","3","3.9","NORMAL","BRUTE_FORCE"
"56.45.101.163","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","4","4.2","NORMAL","HTTP_METHOD_ABUSE"
"113.235.14.100","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","8","SUSPICIOUS","COMMAND_INJECTION"
"149.27.151.252","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","6.5","SUSPICIOUS","COMMAND_INJECTION"
"221.237.80.50","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","6","6","11.8","SUSPICIOUS","CREDENTIAL_STUFFING"
"191.100.185.22","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","2.1","NORMAL","NORMAL"
"12.156.145.149","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","4","4","5.2","NORMAL","BRUTE_FORCE"
"116.161.28.212","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","5.1","NORMAL","HTTP_METHOD_ABUSE"
"40.191.154.198","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","8","8","18.4","MALICIOUS","SQL_INJECTION"
"117.197.16.40","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","5","5","14.5","MALICIOUS","SQL_INJECTION"
"73.228.46.210","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","1.5","NORMAL","NORMAL"
"15.248.142.224","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","4","1.2","NORMAL","NORMAL"
"68.66.146.43","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","4","4.2","NORMAL","HTTP_METHOD_ABUSE"
"20.238.98.182","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","3","0.9","NORMAL","NORMAL"
"160.241.95.182","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","7","7","13.1","MALICIOUS","CREDENTIAL_STUFFING"
"133.113.36.250","/login/","POST","python-requests/2.28","8","8","16.4","MALICIOUS","CREDENTIAL_STUFFING"
"177.102.9.97","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","5.5","NORMAL","PATH_TRAVERSAL"
"23.67.223.66","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","6","6","11.8","SUSPICIOUS","CREDENTIAL_STUFFING"
"163.203.133.31","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","5.5","NORMAL","PATH_TRAVERSAL"
"181.225.207.240","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","9","7.7","SUSPICIOUS","COMMAND_INJECTION"
"34.170.33.159","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","4","6.2","SUSPICIOUS","COMMAND_INJECTION"
"164.170.79.28","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","4","5.2","NORMAL","PATH_TRAVERSAL"
"171.145.176.218","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","6.1","SUSPICIOUS","PATH_TRAVERSAL"
"16.140.45.25","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","3","0.9","NORMAL","NORMAL"
"197.22.116.191","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","1.5","NORMAL","NORMAL"
"218.9.13.91","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","1.5","NORMAL","NORMAL"
"228.133.83.85","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","2.1","NORMAL","NORMAL"
"213.8.141.96","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","6","4.8","NORMAL","HTTP_METHOD_ABUSE"
"17.67.83.62","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","2","2","2.6","NORMAL","NORMAL"
"211.103.100.84","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","2","3.6","NORMAL","HTTP_METHOD_ABUSE"
"70.198.248.210","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","3","4.9","NORMAL","PATH_TRAVERSAL"
"139.136.216.111","/login/","POST","python-requests/2.28","5","5","12.5","MALICIOUS","CREDENTIAL_STUFFING"
"180.24.130.8","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","8","8","14.4","MALICIOUS","CREDENTIAL_STUFFING"
"8.61.43.81","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","7.4","SUSPICIOUS","COMMAND_INJECTION"
"85.17.36.103","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","3","0.9","NORMAL","NORMAL"
"102.175.7.178","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","3","5.9","NORMAL","COMMAND_INJECTION"
"1.84.92.192","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","4","4.2","NORMAL","HTTP_METHOD_ABUSE"
"208.254.194.235","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","3","3","7.9","SUSPICIOUS","SQL_INJECTION"
"131.47.218.100","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","1","1","5.3","NORMAL","SQL_INJECTION"
"17.33.131.101","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","2","2","6.6","SUSPICIOUS","SQL_INJECTION"
"122.215.83.92","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","3","3","3.9","NORMAL","BRUTE_FORCE"
"30.53.60.58","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","3","3","7.9","SUSPICIOUS","SQL_INJECTION"
"76.55.196.246","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","2","5.6","NORMAL","COMMAND_INJECTION"
"254.200.33.11","/login/","POST","python-requests/2.28","2","2","4.6","NORMAL","BOT_ACTIVITY"
"134.222.152.242","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","3","3","3.9","NORMAL","BRUTE_FORCE"
"248.47.46.15","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","2","3.6","NORMAL","HTTP_METHOD_ABUSE"
"99.232.228.121","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","2","0.6","NORMAL","NORMAL"
"182.206.156.176","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","5","5","10.5","SUSPICIOUS","CREDENTIAL_STUFFING"
"145.111.237.83","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","3","3","7.9","SUSPICIOUS","SQL_INJECTION"
"141.97.247.13","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","5","5","10.5","SUSPICIOUS","CREDENTIAL_STUFFING"
"1.108.171.171","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","5","5.5","NORMAL","PATH_TRAVERSAL"
"58.43.79.12","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","1","4.3","NORMAL","PATH_TRAVERSAL"
"98.33.252.74","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","2","3.6","NORMAL","HTTP_METHOD_ABUSE"
"178.8.52.170","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","13","7.9","SUSPICIOUS","PATH_TRAVERSAL"
"91.21.41.38","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","6","6.8","SUSPICIOUS","COMMAND_INJECTION"
"224.236.227.53","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","12","12","23.6","MALICIOUS","SQL_INJECTION"
"244.138.76.243","/login/","POST","python-requests/2.28","11","11","20.3","MALICIOUS","CREDENTIAL_STUFFING"
"9.246.104.38","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","13","13","24.9","MALICIOUS","SQL_INJECTION"
"248.199.213.133","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","11","6.3","SUSPICIOUS","HTTP_METHOD_ABUSE"
"125.145.143.235","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","8","SUSPICIOUS","COMMAND_INJECTION"
"203.61.85.126","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","7.4","SUSPICIOUS","COMMAND_INJECTION"
"8.167.113.107","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","9","9","15.7","MALICIOUS","CREDENTIAL_STUFFING"
"84.244.225.117","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","8","SUSPICIOUS","COMMAND_INJECTION"
"207.199.195.10","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","17","10.1","SUSPICIOUS","COMMAND_INJECTION"
"2.207.196.236","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","6","SUSPICIOUS","HTTP_METHOD_ABUSE"
"36.57.215.16","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","15","9.5","SUSPICIOUS","COMMAND_INJECTION"
"111.69.140.107","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","13","6.9","SUSPICIOUS","HTTP_METHOD_ABUSE"
"77.191.86.60","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","8","6.4","SUSPICIOUS","PATH_TRAVERSAL"
"92.41.139.193","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","16","16","24.8","MALICIOUS","CREDENTIAL_STUFFING"
"252.88.94.247","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","6.1","SUSPICIOUS","PATH_TRAVERSAL"
"250.73.104.159","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","3","NORMAL","NORMAL"
"164.157.30.206","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","12","12","23.6","MALICIOUS","SQL_INJECTION"
"22.70.215.96","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","16","8.8","SUSPICIOUS","PATH_TRAVERSAL"
"183.29.233.183","/login/","POST","python-requests/2.28","10","10","19","MALICIOUS","CREDENTIAL_STUFFING"
"129.106.234.107","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","7","7","13.1","MALICIOUS","CREDENTIAL_STUFFING"
"251.184.40.222","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","5.1","NORMAL","HTTP_METHOD_ABUSE"
"242.49.22.150","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","13","13","24.9","MALICIOUS","SQL_INJECTION"
"116.43.59.253","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","6","SUSPICIOUS","HTTP_METHOD_ABUSE"
"73.40.115.73","/login/","DELETE","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","6","SUSPICIOUS","HTTP_METHOD_ABUSE"
"235.25.115.158","/login/","GET","mozilla/5.0 (windows nt 10.0; win64; x64)","0","15","8.5","SUSPICIOUS","PATH_TRAVERSAL"
"230.198.247.125","/login/","POST","python-requests/2.28","11","11","20.3","MALICIOUS","CREDENTIAL_STUFFING"
"84.190.216.123","/login/","POST","python-requests/2.28","10","10","19","MALICIOUS","CREDENTIAL_STUFFING"
"242.219.252.130","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","10","3","NORMAL","NORMAL"
"112.156.146.118","/login/","POST","mozilla/5.0 (windows nt 10.0; win64; x64)","0","7","7.1","SUSPICIOUS","COMMAND_INJECTION"
